dimension,granularity,indicator_name,result,status
time,cases,waiting_time,,single positional indexer is out-of-bounds
time,cases,waiting_time_from_activity_a_to_b,,Success
time,groups,activity_count,4,Success
time,groups,activity_instance_count,27,Success
time,groups,automated_activity_count,3,Success
time,groups,automated_activity_instance_count,,single positional indexer is out-of-bounds
time,groups,automated_activity_service_time,,single positional indexer is out-of-bounds
time,groups,case_count_lead_time_ratio,12.706,Success
time,groups,case_count_where_lead_time_over_value,0,Success
time,groups,case_percentage_where_lead_time_over_value,0.0,Success
time,groups,case_percentage_with_missed_deadline,0.333,Success
time,groups,expected_active_time,,single positional indexer is out-of-bounds
time,groups,expected_activity_count,3.667,Success
time,groups,expected_activity_instance_count,9.0,Success
time,groups,expected_automated_activity_count,2.667,Success
time,groups,expected_automated_activity_instance_count,,single positional indexer is out-of-bounds
time,groups,expected_automated_activity_service_time,,single positional indexer is out-of-bounds
time,groups,expected_handover_count,,single positional indexer is out-of-bounds
time,groups,expected_idle_time,,single positional indexer is out-of-bounds
time,groups,expected_lead_time,0 days 00:00:39.360000,Success
time,groups,expected_lead_time_deviation_from_deadline,,unsupported operand type(s) for /: 'Timestamp' and 'Timedelta'
time,groups,expected_lead_time_deviation_from_expectation,0 days 00:00:09.600000,Success
time,groups,expected_lead_time_from_activity_a,0 days 00:00:32,Success
time,groups,expected_lead_time_from_activity_a_to_b,,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0"
time,groups,expected_lead_time_to_activity_a,0 days 00:00:12,Success
time,groups,expected_service_and_lead_time_ratio,,single positional indexer is out-of-bounds
time,groups,expected_service_time,,single positional indexer is out-of-bounds
time,groups,expected_service_time_from_activity_a_to_b,,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0"
time,groups,expected_waiting_time,,single positional indexer is out-of-bounds
time,groups,expected_waiting_time_from_activity_a_to_b,,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0"
time,groups,lead_time,0 days 00:14:10,Success
time,groups,lead_time_and_case_count_ratio,0 days 00:04:44.400000,Success
time,groups,service_and_lead_time_ratio,,single positional indexer is out-of-bounds
time,groups,service_time,,single positional indexer is out-of-bounds
time,groups,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,instances,lead_time,,single positional indexer is out-of-bounds
time,instances,service_and_lead_time_ratio,,single positional indexer is out-of-bounds
time,instances,service_time,0 days 00:00:09,Success
time,instances,waiting_time,,single positional indexer is out-of-bounds
