dimension,granularity,indicator_name,status,result
general,groups,human_resource_count,success,9
general,groups,resource_count,success,6
general,groups,role_count,success,6
quality,activities,activity_instance_count_by_human_resource,success,41
quality,activities,client_count_and_total_cost_ratio,success,0.006122448979591836
quality,activities,human_resource_count,success,3
quality,activities,outcome_unit_count,success,2846.0
quality,activities,rework_count,success,100
quality,activities,rework_count_by_value,success,100
quality,activities,rework_percentage,success,0.8403361344537815
quality,activities,rework_percentage_by_value,success,0.8403361344537815
quality,activities,rework_time,success,0 days 00:10:02
quality,activities,successful_outcome_unit_count,success,2527.0
quality,activities,successful_outcome_unit_percentage,success,0.8879128601546029
quality,activities,total_cost_and_client_count_ratio,success,163.33333333333334
quality,cases,activity_instance_count_by_human_resource,success,7
quality,cases,activity_instance_count_by_role,success,7
quality,cases,automated_activity_count,success,2
quality,cases,automated_activity_instance_count,success,13
quality,cases,desired_activity_count,success,2
quality,cases,human_resource_count,success,3
quality,cases,non_automated_activity_count,success,2
quality,cases,non_automated_activity_instance_count,success,6
quality,cases,outcome_unit_count,success,443.0
quality,cases,overall_quality,success,5.0
quality,cases,repeatability,success,0.7894736842105263
quality,cases,rework_count,success,15
quality,cases,rework_count_by_value,success,15
quality,cases,rework_of_activities_subset,success,11
quality,cases,rework_percentage,success,0.7894736842105263
quality,cases,rework_percentage_by_value,success,0.7894736842105263
quality,cases,rework_time,success,0 days 00:01:30
quality,cases,successful_outcome_unit_count,success,295.0
quality,cases,successful_outcome_unit_percentage,success,0.6659142212189616
quality,cases,unwanted_activity_count,success,0
quality,cases,unwanted_activity_instance_count,success,0
quality,cases,unwanted_activity_instance_percentage,success,0.0
quality,cases,unwanted_activity_percentage,success,0.0
quality,groups,activity_instance_count_by_human_resource,success,15
quality,groups,activity_instance_count_by_role,success,15
quality,groups,automated_activity_count,success,2
quality,groups,automated_activity_instance_count,success,30
quality,groups,case_and_client_count_ratio,success,3.0
quality,groups,case_count_where_activity_after_time_frame,Cannot compare tz-naive and tz-aware timestamps,
quality,groups,case_count_where_activity_before_time_frame,Cannot compare tz-naive and tz-aware timestamps,
quality,groups,case_count_where_activity_during_time_frame,Cannot compare tz-naive and tz-aware timestamps,
quality,groups,case_count_where_end_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_count_where_start_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_count_with_rework,success,3
quality,groups,case_percentage_where_activity_after_time_frame,Cannot compare tz-naive and tz-aware timestamps,
quality,groups,case_percentage_where_activity_before_time_frame,Cannot compare tz-naive and tz-aware timestamps,
quality,groups,case_percentage_where_activity_during_time_frame,Cannot compare tz-naive and tz-aware timestamps,
quality,groups,case_percentage_where_end_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_percentage_where_start_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_percentage_with_missed_deadline,'>' not supported between instances of 'Timestamp' and 'Timedelta',
quality,groups,case_percentage_with_rework,success,1.0
quality,groups,client_count_and_total_cost_ratio,success,0.002512562814070352
quality,groups,desired_activity_count,success,2
quality,groups,expected_activity_instance_count_by_human_resource,success,5.0
quality,groups,expected_activity_instance_count_by_role,success,5.0
quality,groups,expected_automated_activity_count,success,2.0
quality,groups,expected_automated_activity_instance_count,success,10.0
quality,groups,expected_client_count_and_total_cost_ratio,success,0.002512562814070352
quality,groups,expected_desired_activity_count,success,0.13333333333333333
quality,groups,expected_human_resource_count,success,0.2
quality,groups,expected_non_automated_activity_count,success,0.13333333333333333
quality,groups,expected_non_automated_activity_instance_count,success,5.0
quality,groups,expected_outcome_unit_count,success,286.6666666666667
quality,groups,expected_overall_quality,success,4.666666666666667
quality,groups,expected_repeatability,success,0.7333333333333334
quality,groups,expected_rework_count,success,11.0
quality,groups,expected_rework_count_by_value,success,11.0
quality,groups,expected_rework_of_activities_subset,success,9.0
quality,groups,expected_rework_percentage,success,0.669172932330827
quality,groups,expected_rework_percentage_by_value,success,0.669172932330827
quality,groups,expected_rework_time,success,0 days 00:00:59.666666666
quality,groups,expected_successful_outcome_unit_count,success,198.0
quality,groups,expected_successful_outcome_unit_percentage,success,0.6839619711359148
quality,groups,expected_total_cost_and_client_count_ratio,success,0.002512562814070352
quality,groups,expected_unwanted_activity_count,success,0
quality,groups,expected_unwanted_activity_instance_count,success,0.0
quality,groups,expected_unwanted_activity_instance_percentage,success,0.0
quality,groups,expected_unwanted_activity_percentage,success,0.0
quality,groups,human_resource_count,success,3
quality,groups,non_automated_activity_count,success,2
quality,groups,non_automated_activity_instance_count,success,15
quality,groups,outcome_unit_count,success,860.0
quality,groups,repeatability,success,0.7333333333333334
quality,groups,rework_count,success,33
quality,groups,rework_count_by_value,success,33
quality,groups,rework_of_activities_subset,success,27
quality,groups,rework_percentage,success,0.7333333333333333
quality,groups,rework_percentage_by_value,success,0.7333333333333333
quality,groups,rework_time,success,0 days 00:02:59
quality,groups,successful_outcome_unit_count,success,594.0
quality,groups,successful_outcome_unit_percentage,success,0.6906976744186046
quality,groups,total_cost_and_client_count_ratio,success,0.002512562814070352
quality,groups,unwanted_activity_count,success,0
quality,groups,unwanted_activity_instance_count,success,0
quality,groups,unwanted_activity_instance_percentage,success,0.0
quality,groups,unwanted_activity_percentage,success,0.0
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,success,0.0
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,success,0.0
quality,instances,successful_outcome_unit_count,success,0.0
quality,instances,successful_outcome_unit_percentage,"Error performing indicator division. Numerator value=0.0, denominator value=0.0",
time,activities,lead_time,success,0 days 00:10:49
time,activities,service_and_lead_time_ratio,success,0.0
time,activities,service_time,success,0 days 00:00:00
time,activities,waiting_time,success,0 days 00:10:49
time,cases,active_time,"Error performing indicator division. Numerator value=0 days 00:00:04, denominator value=0",
time,cases,activity_count,success,4
time,cases,activity_instance_count,success,19
time,cases,automated_activity_count,success,2
time,cases,automated_activity_instance_count,success,13
time,cases,automated_activity_service_time,success,0 days 00:00:00
time,cases,handover_count,success,14.0
time,cases,idle_time,"Error performing indicator division. Numerator value=0 days 00:00:04, denominator value=0",
time,cases,lead_time,success,0 days 00:01:43
time,cases,lead_time_deviation_from_deadline,success,0 days 23:58:17
time,cases,lead_time_deviation_from_expectation,success,0 days 11:58:17
time,cases,lead_time_from_activity_a,success,0 days 00:01:43
time,cases,lead_time_from_activity_a_to_b,success,0 days 00:00:14
time,cases,lead_time_to_activity_a,success,0 days 00:00:00
time,cases,service_and_lead_time_ratio,success,0.0
time,cases,service_time,success,0 days 00:00:00
time,cases,service_time_from_activity_a_to_b,'sgl',
time,cases,waiting_time,success,0 days 00:01:52
time,cases,waiting_time_from_activity_a_to_b,'sgl',
time,groups,activity_count,success,4
time,groups,activity_instance_count,success,45
time,groups,automated_activity_count,success,2
time,groups,automated_activity_instance_count,success,30
time,groups,automated_activity_service_time,success,0 days 00:00:00
time,groups,case_count_lead_time_ratio,success,45.56962025316456
time,groups,case_count_where_lead_time_over_value,'>' not supported between instances of 'Timedelta' and 'int',
time,groups,case_percentage_where_lead_time_over_value,'>' not supported between instances of 'Timedelta' and 'int',
time,groups,case_percentage_with_missed_deadline,'>' not supported between instances of 'Timestamp' and 'int',
time,groups,expected_active_time,"Error performing indicator division. Numerator value=0 days 00:00:04, denominator value=0",
time,groups,expected_activity_count,success,4.0
time,groups,expected_activity_instance_count,success,15.0
time,groups,expected_automated_activity_count,success,2.0
time,groups,expected_automated_activity_instance_count,success,10.0
time,groups,expected_automated_activity_service_time,success,0 days 00:00:00
time,groups,expected_handover_count,success,10.833333333333334
time,groups,expected_idle_time,"Error performing indicator division. Numerator value=0 days 00:00:04, denominator value=0",
time,groups,expected_lead_time,success,0 days 00:01:15
time,groups,expected_lead_time_deviation_from_deadline,success,0 days 23:58:45
time,groups,expected_lead_time_deviation_from_expectation,success,0 days 11:58:45
time,groups,expected_lead_time_from_activity_a,success,0 days 00:01:09.333333333
time,groups,expected_lead_time_from_activity_a_to_b,success,0 days 00:00:19
time,groups,expected_lead_time_to_activity_a,success,0 days 00:00:05.666666666
time,groups,expected_service_and_lead_time_ratio,success,0.0
time,groups,expected_service_time,success,0 days 00:00:00
time,groups,expected_service_time_from_activity_a_to_b,'sgl',
time,groups,expected_waiting_time,success,0 days 00:01:20.333333333
time,groups,expected_waiting_time_from_activity_a_to_b,'sgl',
time,groups,lead_time,success,0 days 00:03:57
time,groups,lead_time_and_case_count_ratio,success,0 days 00:01:19
time,groups,service_and_lead_time_ratio,success,0.0
time,groups,service_time,success,0 days 00:00:00
time,groups,service_time_from_activity_a_to_b,'sgl',
time,instances,lead_time,success,0 days 00:00:00
time,instances,service_and_lead_time_ratio,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0 days 00:00:00",
time,instances,service_time,success,0 days 00:00:00
time,instances,waiting_time,success,0 days 00:00:00
