dimension,granularity,indicator_name,result,status
cost,instances,labor_cost_for_sum_of_all_events_of_activity_instances,28.0,Success
cost,instances,total_cost_and_lead_time_ratio,,"Error performing indicator division. Numerator value=20.0, denominator value=0.0"
cost,instances,total_cost_and_outcome_unit_ratio,,"Error performing indicator division. Numerator value=20.0, denominator value=0"
cost,instances,total_cost_and_service_time_ratio,,"Error performing indicator division. Numerator value=20.0, denominator value=0.0"
cost,instances,total_cost_for_single_events_of_activity_instances,20.0,Success
cost,instances,total_cost_for_sum_of_all_events_of_activity_instances,40.0,Success
cost,instances,variable_cost_for_single_events_of_activity_instances,16.0,Success
cost,instances,variable_cost_for_sum_of_all_events_of_activity_instances,32.0,Success
flexibility,activities,activity_instance_and_human_resource_count_ratio,4.333,Success
flexibility,activities,client_count,5,Success
flexibility,activities,directly_follows_relations_count,2,Success
flexibility,activities,human_resource_count,3,Success
flexibility,cases,activity_and_role_count_ratio,1.5,Success
flexibility,cases,activity_instance_and_human_resource_count_ratio,2.0,Success
flexibility,cases,directly_follows_relations_and_activity_count_ratio,1.333,Success
flexibility,cases,directly_follows_relations_count,4,Success
flexibility,cases,human_resource_count,3,Success
flexibility,cases,optional_activity_count,2,Success
flexibility,cases,optionality,0.667,Success
flexibility,cases,role_count,2,Success
flexibility,cases,variant_case_coverage,0.053,Success
flexibility,groups,activity_and_role_count_ratio,1.667,Success
flexibility,groups,activity_instance_and_human_resource_count_ratio,3.111,Success
flexibility,groups,client_count,3,Success
flexibility,groups,directly_follows_relations_and_activity_count_ratio,1.2,Success
flexibility,groups,directly_follows_relations_count,12,Success
flexibility,groups,expected_activity_and_role_count_ratio,1.667,Success
flexibility,groups,expected_activity_instance_and_human_resource_count_ratio,3.111,Success
flexibility,groups,expected_client_count,1.0,Success
flexibility,groups,expected_directly_follows_relations_and_activity_count_ratio,1.7,Success
flexibility,groups,expected_directly_follows_relations_count,5.667,Success
flexibility,groups,expected_human_resource_count,3.0,Success
flexibility,groups,expected_optional_activity_count,2.333,Success
flexibility,groups,expected_optionality,0.7,Success
flexibility,groups,expected_role_count,2.0,Success
flexibility,groups,human_resource_count,9,Success
flexibility,groups,optional_activity_count,3,Success
flexibility,groups,optionality,0.3,Success
flexibility,groups,role_and_variant_count_ratio,1.5,Success
flexibility,groups,role_count,6,Success
flexibility,groups,variant_case_coverage,0.158,Success
flexibility,groups,variant_count,4,Success
general,activities,activity_instance_count,13,Success
general,activities,human_resource_count,3,Success
general,activities,resource_count,2,Success
general,cases,activity_count,3,Success
general,cases,activity_instance_count,6,Success
general,cases,human_resource_count,3,Success
general,cases,resource_count,2,Success
general,cases,role_count,2,Success
general,groups,activity_count,10,Success
general,groups,activity_instance_count,28,Success
general,groups,case_count,3,Success
general,groups,expected_activity_count,3.333,Success
general,groups,expected_activity_instance_count,9.333,Success
general,groups,expected_human_resource_count,3.0,Success
general,groups,expected_resource_count,2.0,Success
general,groups,expected_role_count,2.0,Success
general,groups,human_resource_count,9,Success
general,groups,resource_count,6,Success
general,groups,role_count,6,Success
quality,activities,activity_instance_count_by_human_resource,5,Success
quality,activities,client_count_and_total_cost_ratio,0.067,Success
quality,activities,human_resource_count,3,Success
quality,activities,outcome_unit_count,121.0,Success
quality,activities,rework_count,4,Success
quality,activities,rework_count_by_value,4,Success
quality,activities,rework_percentage,0.308,Success
quality,activities,rework_percentage_by_value,0.308,Success
quality,activities,rework_time,0 days 00:00:30,Success
quality,activities,successful_outcome_unit_count,69.0,Success
quality,activities,successful_outcome_unit_percentage,0.57,Success
quality,activities,total_cost_and_client_count_ratio,15.0,Success
quality,cases,activity_instance_count_by_human_resource,3,Success
quality,cases,activity_instance_count_by_role,1,Success
quality,cases,automated_activity_count,3,Success
quality,cases,automated_activity_instance_count,6,Success
quality,cases,desired_activity_count,3,Success
quality,cases,human_resource_count,3,Success
quality,cases,non_automated_activity_count,0,Success
quality,cases,non_automated_activity_instance_count,0,Success
quality,cases,outcome_unit_count,177.0,Success
quality,cases,overall_quality,5.0,Success
quality,cases,repeatability,0.5,Success
quality,cases,rework_count,3,Success
quality,cases,rework_count_by_value,3,Success
quality,cases,rework_of_activities_subset,3,Success
quality,cases,rework_percentage,0.5,Success
quality,cases,rework_percentage_by_value,0.5,Success
quality,cases,rework_time,0 days 00:00:06,Success
quality,cases,successful_outcome_unit_count,112.0,Success
quality,cases,successful_outcome_unit_percentage,0.633,Success
quality,cases,unwanted_activity_count,3,Success
quality,cases,unwanted_activity_instance_count,6,Success
quality,cases,unwanted_activity_instance_percentage,1.0,Success
quality,cases,unwanted_activity_percentage,1.0,Success
quality,groups,activity_instance_count_by_human_resource,10,Success
quality,groups,activity_instance_count_by_role,9,Success
quality,groups,automated_activity_count,3,Success
quality,groups,automated_activity_instance_count,23,Success
quality,groups,case_and_client_count_ratio,1.0,Success
quality,groups,case_count_where_activity_after_time_frame,2,Success
quality,groups,case_count_where_activity_before_time_frame,0,Success
quality,groups,case_count_where_activity_during_time_frame,0,Success
quality,groups,case_count_where_end_activity_is_a,0,Success
quality,groups,case_count_where_start_activity_is_a,0,Success
quality,groups,case_count_with_rework,3,Success
quality,groups,case_percentage_where_activity_after_time_frame,0.667,Success
quality,groups,case_percentage_where_activity_before_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_during_time_frame,0.0,Success
quality,groups,case_percentage_where_end_activity_is_a,0.0,Success
quality,groups,case_percentage_where_start_activity_is_a,0.0,Success
quality,groups,case_percentage_with_missed_deadline,2,Success
quality,groups,case_percentage_with_rework,1.0,Success
quality,groups,client_count_and_total_cost_ratio,0.017,Success
quality,groups,desired_activity_count,3,Success
quality,groups,expected_activity_instance_count_by_human_resource,3.333,Success
quality,groups,expected_activity_instance_count_by_role,3.0,Success
quality,groups,expected_automated_activity_count,2.667,Success
quality,groups,expected_automated_activity_instance_count,7.667,Success
quality,groups,expected_client_count_and_total_cost_ratio,0.017,Success
quality,groups,expected_desired_activity_count,0.286,Success
quality,groups,expected_human_resource_count,0.321,Success
quality,groups,expected_non_automated_activity_count,0.071,Success
quality,groups,expected_non_automated_activity_instance_count,1.667,Success
quality,groups,expected_outcome_unit_count,133.0,Success
quality,groups,expected_overall_quality,4.0,Success
quality,groups,expected_repeatability,0.643,Success
quality,groups,expected_rework_count,6.0,Success
quality,groups,expected_rework_count_by_value,6.0,Success
quality,groups,expected_rework_of_activities_subset,5.0,Success
quality,groups,expected_rework_percentage,0.622,Success
quality,groups,expected_rework_percentage_by_value,0.622,Success
quality,groups,expected_rework_time,0 days 00:00:29,Success
quality,groups,expected_successful_outcome_unit_count,104.0,Success
quality,groups,expected_successful_outcome_unit_percentage,0.796,Success
quality,groups,expected_total_cost_and_client_count_ratio,0.017,Success
quality,groups,expected_unwanted_activity_count,8,Success
quality,groups,expected_unwanted_activity_instance_count,7.667,Success
quality,groups,expected_unwanted_activity_instance_percentage,0.856,Success
quality,groups,expected_unwanted_activity_percentage,0.806,Success
quality,groups,human_resource_count,3,Success
quality,groups,non_automated_activity_count,1,Success
quality,groups,non_automated_activity_instance_count,5,Success
quality,groups,outcome_unit_count,399.0,Success
quality,groups,repeatability,0.643,Success
quality,groups,rework_count,18,Success
quality,groups,rework_count_by_value,18,Success
quality,groups,rework_of_activities_subset,15,Success
quality,groups,rework_percentage,0.643,Success
quality,groups,rework_percentage_by_value,0.643,Success
quality,groups,rework_time,0 days 00:01:27,Success
quality,groups,successful_outcome_unit_count,312.0,Success
quality,groups,successful_outcome_unit_percentage,0.782,Success
quality,groups,total_cost_and_client_count_ratio,0.017,Success
quality,groups,unwanted_activity_count,3,Success
quality,groups,unwanted_activity_instance_count,23,Success
quality,groups,unwanted_activity_instance_percentage,0.821,Success
quality,groups,unwanted_activity_percentage,0.3,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,0.0,Success
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,0.0,Success
quality,instances,successful_outcome_unit_count,0.0,Success
quality,instances,successful_outcome_unit_percentage,,"Error performing indicator division. Numerator value=0.0, denominator value=0.0"
time,activities,lead_time,0 days 00:02:19,Success
time,activities,service_and_lead_time_ratio,0.2230215827266187,Success
time,activities,service_time,0 days 00:00:30.999999999,Success
time,activities,waiting_time,0 days 00:01:48,Success
time,cases,active_time,,"Error performing indicator division. Numerator value=0 days 00:00:06, denominator value=0"
time,cases,activity_count,3,Success
time,cases,activity_instance_count,6,Success
time,cases,automated_activity_count,3,Success
time,cases,automated_activity_instance_count,6,Success
time,cases,automated_activity_service_time,0 days 00:00:47,Success
time,cases,handover_count,2.0,Success
time,cases,idle_time,,"Error performing indicator division. Numerator value=0 days 00:00:06, denominator value=0"
time,cases,lead_time,0 days 00:00:41,Success
time,cases,lead_time_deviation_from_deadline,2025-01-01T10:14:54.250000,Success
time,cases,lead_time_deviation_from_expectation,0 days 00:00:24.210526315,Success
time,cases,lead_time_from_activity_a,0 days 00:00:37,Success
time,cases,lead_time_from_activity_a_to_b,0 days 00:00:15,Success
time,cases,lead_time_to_activity_a,0 days 00:00:04,Success
time,cases,service_and_lead_time_ratio,1.146341463414634,Success
time,cases,service_time,0 days 00:00:47,Success
time,cases,service_time_from_activity_a_to_b,0 days 00:00:10,Success
time,cases,waiting_time,0 days 00:00:27,Success
time,cases,waiting_time_from_activity_a_to_b,0 days 00:00:13,Success
time,groups,activity_count,4,Success
time,groups,activity_instance_count,28,Success
time,groups,automated_activity_count,3,Success
time,groups,automated_activity_instance_count,23,Success
time,groups,automated_activity_service_time,0 days 00:03:10,Success
time,groups,case_count_lead_time_ratio,15.976,Success
time,groups,case_count_where_lead_time_over_value,0,Success
time,groups,case_percentage_where_lead_time_over_value,0.0,Success
time,groups,case_percentage_with_missed_deadline,0.667,Success
time,groups,expected_active_time,,"Error performing indicator division. Numerator value=0 days 00:00:27, denominator value=0"
time,groups,expected_activity_count,3.333,Success
time,groups,expected_activity_instance_count,9.333,Success
time,groups,expected_automated_activity_count,2.667,Success
time,groups,expected_automated_activity_instance_count,7.667,Success
time,groups,expected_automated_activity_service_time,0 days 00:01:03.333333333,Success
time,groups,expected_handover_count,5.667,Success
time,groups,expected_idle_time,,"Error performing indicator division. Numerator value=0 days 00:00:27, denominator value=0"
time,groups,expected_lead_time,0 days 00:00:52.680000,Success
time,groups,expected_lead_time_deviation_from_deadline,,unsupported operand type(s) for /: 'Timestamp' and 'Timedelta'
time,groups,expected_lead_time_deviation_from_expectation,0 days 00:00:12.540000,Success
time,groups,expected_lead_time_from_activity_a,0 days 00:00:59,Success
time,groups,expected_lead_time_from_activity_a_to_b,0 days 00:00:15,Success
time,groups,expected_lead_time_to_activity_a,-1 days +23:59:54,Success
time,groups,expected_service_and_lead_time_ratio,3.60668185269552,Success
time,groups,expected_service_time,0 days 00:01:03.360000,Success
time,groups,expected_service_time_from_activity_a_to_b,0 days 00:00:10,Success
time,groups,expected_waiting_time,0 days 00:00:59.666666666,Success
time,groups,expected_waiting_time_from_activity_a_to_b,0 days 00:00:13,Success
time,groups,lead_time,0 days 00:11:16,Success
time,groups,lead_time_and_case_count_ratio,0 days 00:03:46.800000,Success
time,groups,service_and_lead_time_ratio,0.28106508875739644,Success
time,groups,service_time,0 days 00:03:10,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:10,Success
time,instances,lead_time,0 days 00:00:00,Success
time,instances,service_and_lead_time_ratio,,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0 days 00:00:00"
time,instances,service_time,0 days 00:00:00,Success
time,instances,waiting_time,0 days 00:00:00,Success
