dimension,granularity,indicator_name,status,result
general,groups,expected_activity_instance_count,success,4.333333333333333
general,groups,expected_human_resource_count,success,3.0
general,groups,expected_resource_count,RESOURCE column not found in event log.,
general,groups,expected_role_count,success,1.3333333333333333
general,groups,human_resource_count,success,9
general,groups,resource_count,RESOURCE column not found in event log.,
general,groups,role_count,success,4
quality,activities,activity_instance_count_by_human_resource,success,0
quality,activities,client_count_and_total_cost_ratio,Column 'cost:total' is not present in event log.,
quality,activities,human_resource_count,success,1
quality,activities,outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,activities,rework_count,success,0
quality,activities,rework_count_by_value,success,0
quality,activities,rework_percentage,success,0.0
quality,activities,rework_percentage_by_value,success,0.0
quality,activities,rework_time,success,0 days 00:00:00
quality,activities,successful_outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,activities,successful_outcome_unit_percentage,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,activities,total_cost_and_client_count_ratio,Column 'cost:total' is not present in event log.,
quality,cases,activity_instance_count_by_human_resource,success,0
quality,cases,activity_instance_count_by_role,success,0
quality,cases,automated_activity_count,success,2
quality,cases,automated_activity_instance_count,success,4
quality,cases,desired_activity_count,success,2
quality,cases,human_resource_count,success,4
quality,cases,non_automated_activity_count,success,1
quality,cases,non_automated_activity_instance_count,success,1
quality,cases,outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,cases,overall_quality,<StandardColumnNames.QUALITY: 'quality'>,
quality,cases,repeatability,success,0.4
quality,cases,rework_count,success,2
quality,cases,rework_count_by_value,success,2
quality,cases,rework_of_activities_subset,success,2
quality,cases,rework_percentage,success,0.4
quality,cases,rework_percentage_by_value,success,0.4
quality,cases,rework_time,success,0 days 01:24:00
quality,cases,successful_outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,cases,successful_outcome_unit_percentage,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,cases,unwanted_activity_count,success,2
quality,cases,unwanted_activity_instance_count,success,4
quality,cases,unwanted_activity_instance_percentage,success,0.8
quality,cases,unwanted_activity_percentage,success,0.6666666666666666
quality,groups,activity_instance_count_by_human_resource,success,0
quality,groups,activity_instance_count_by_role,success,0
quality,groups,automated_activity_count,success,2
quality,groups,automated_activity_instance_count,success,9
quality,groups,case_and_client_count_ratio,success,1.0
quality,groups,case_count_where_activity_after_time_frame,Missing required args: ['end_time'],
quality,groups,case_count_where_activity_before_time_frame,Missing required args: ['start_time'],
quality,groups,case_count_where_activity_during_time_frame,"Missing required args: ['start_time', 'end_time']",
quality,groups,case_count_where_end_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_count_where_start_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_count_with_rework,success,2
quality,groups,case_percentage_where_activity_after_time_frame,Missing required args: ['end_time'],
quality,groups,case_percentage_where_activity_before_time_frame,Missing required args: ['start_time'],
quality,groups,case_percentage_where_activity_during_time_frame,"Missing required args: ['start_time', 'end_time']",
quality,groups,case_percentage_where_end_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_percentage_where_start_activity_is_a,Missing required args: ['a_activity_name'],
quality,groups,case_percentage_with_missed_deadline,'>' not supported between instances of 'Timestamp' and 'Timedelta',
quality,groups,case_percentage_with_rework,success,0.6666666666666666
quality,groups,client_count_and_total_cost_ratio,Column 'cost:total' is not present in event log.,
quality,groups,desired_activity_count,success,2
quality,groups,expected_activity_instance_count_by_human_resource,success,0.0
quality,groups,expected_activity_instance_count_by_role,success,0.0
quality,groups,expected_automated_activity_count,success,2.0
quality,groups,expected_automated_activity_instance_count,success,3.0
quality,groups,expected_client_count_and_total_cost_ratio,Column 'cost:total' is not present in event log.,
quality,groups,expected_desired_activity_count,success,0.46153846153846156
quality,groups,expected_human_resource_count,success,0.6923076923076923
quality,groups,expected_non_automated_activity_count,success,0.3076923076923077
quality,groups,expected_non_automated_activity_instance_count,success,1.3333333333333333
quality,groups,expected_outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,groups,expected_overall_quality,<StandardColumnNames.QUALITY: 'quality'>,
quality,groups,expected_repeatability,success,0.23076923076923073
quality,groups,expected_rework_count,success,1.0
quality,groups,expected_rework_count_by_value,success,1.0
quality,groups,expected_rework_of_activities_subset,success,1.0
quality,groups,expected_rework_percentage,success,0.20000000000000004
quality,groups,expected_rework_percentage_by_value,success,0.20000000000000004
quality,groups,expected_rework_time,success,0 days 00:28:00
quality,groups,expected_successful_outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,groups,expected_successful_outcome_unit_percentage,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,groups,expected_total_cost_and_client_count_ratio,Column 'cost:total' is not present in event log.,
quality,groups,expected_unwanted_activity_count,success,6
quality,groups,expected_unwanted_activity_instance_count,success,3.0
quality,groups,expected_unwanted_activity_instance_percentage,success,0.6888888888888888
quality,groups,expected_unwanted_activity_percentage,success,0.611111111111111
quality,groups,human_resource_count,success,7
quality,groups,non_automated_activity_count,success,2
quality,groups,non_automated_activity_instance_count,success,4
quality,groups,outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,groups,repeatability,success,0.23076923076923073
quality,groups,rework_count,success,3
quality,groups,rework_count_by_value,success,3
quality,groups,rework_of_activities_subset,success,3
quality,groups,rework_percentage,success,0.23076923076923078
quality,groups,rework_percentage_by_value,success,0.23076923076923078
quality,groups,rework_time,success,0 days 01:24:00
quality,groups,successful_outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,groups,successful_outcome_unit_percentage,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,groups,total_cost_and_client_count_ratio,Column 'cost:total' is not present in event log.,
quality,groups,unwanted_activity_count,success,2
quality,groups,unwanted_activity_instance_count,success,9
quality,groups,unwanted_activity_instance_percentage,success,0.6923076923076923
quality,groups,unwanted_activity_percentage,success,0.2
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,instances,successful_outcome_unit_count,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
quality,instances,successful_outcome_unit_percentage,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>,
time,activities,lead_time,success,592 days 23:19:00
time,activities,service_and_lead_time_ratio,success,0.0
time,activities,service_time,success,0 days 00:00:00
time,activities,waiting_time,success,592 days 23:19:00
time,cases,active_time,"Error performing indicator division. Numerator value=0 days 01:03:00, denominator value=0",
time,cases,activity_count,success,3
time,cases,activity_instance_count,success,5
time,cases,automated_activity_count,success,2
time,cases,automated_activity_instance_count,success,4
time,cases,automated_activity_service_time,success,0 days 00:00:00
time,cases,handover_count,success,3.0
time,cases,idle_time,"Error performing indicator division. Numerator value=0 days 01:03:00, denominator value=0",
time,cases,lead_time,success,5 days 02:45:00
time,cases,lead_time_deviation_from_deadline,success,0 days 21:19:52.800000
time,cases,lead_time_deviation_from_expectation,success,2 days 02:42:33.600000
time,cases,lead_time_from_activity_a,success,0 days 00:00:00
time,cases,lead_time_from_activity_a_to_b,success,
time,cases,lead_time_to_activity_a,success,5 days 02:45:00
time,cases,service_and_lead_time_ratio,success,0.0
time,cases,service_time,success,0 days 00:00:00
time,cases,service_time_from_activity_a_to_b,success,
time,cases,waiting_time,success,5 days 02:45:00
time,cases,waiting_time_from_activity_a_to_b,success,
time,groups,activity_count,success,4
time,groups,activity_instance_count,success,13
time,groups,automated_activity_count,success,2
time,groups,automated_activity_instance_count,success,9
time,groups,automated_activity_service_time,success,0 days 00:00:00
time,groups,case_count_lead_time_ratio,success,0.010363887609396593
time,groups,case_count_where_lead_time_over_value,'>' not supported between instances of 'Timedelta' and 'int',
time,groups,case_percentage_where_lead_time_over_value,'>' not supported between instances of 'Timedelta' and 'int',
time,groups,case_percentage_with_missed_deadline,'>' not supported between instances of 'Timestamp' and 'int',
time,groups,expected_active_time,"Error performing indicator division. Numerator value=0 days 00:02:00, denominator value=0",
time,groups,expected_activity_count,success,3.3333333333333335
time,groups,expected_activity_instance_count,success,4.333333333333333
time,groups,expected_automated_activity_count,success,2.0
time,groups,expected_automated_activity_instance_count,success,3.0
time,groups,expected_automated_activity_service_time,success,0 days 00:00:00
time,groups,expected_handover_count,success,2.3333333333333335
time,groups,expected_idle_time,"Error performing indicator division. Numerator value=0 days 00:02:00, denominator value=0",
time,groups,expected_lead_time,success,5 days 01:49:20
time,groups,expected_lead_time_deviation_from_deadline,success,0 days 22:15:32.800000
time,groups,expected_lead_time_deviation_from_expectation,success,2 days 01:46:53.600000
time,groups,expected_lead_time_from_activity_a,success,0 days 00:00:00
time,groups,expected_lead_time_from_activity_a_to_b,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0",
time,groups,expected_lead_time_to_activity_a,success,5 days 01:49:20
time,groups,expected_service_and_lead_time_ratio,success,0.0
time,groups,expected_service_time,success,0 days 00:00:00
time,groups,expected_service_time_from_activity_a_to_b,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0",
time,groups,expected_waiting_time,success,5 days 02:30:00
time,groups,expected_waiting_time_from_activity_a_to_b,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0",
time,groups,lead_time,success,12 days 01:28:00
time,groups,lead_time_and_case_count_ratio,success,4 days 00:29:19.999999999
time,groups,service_and_lead_time_ratio,success,0.0
time,groups,service_time,success,0 days 00:00:00
time,groups,service_time_from_activity_a_to_b,success,0 days 00:00:00
time,instances,lead_time,success,0 days 04:44:00
time,instances,service_and_lead_time_ratio,success,0.0
time,instances,service_time,success,0 days 00:00:00
time,instances,waiting_time,success,0 days 04:44:00
