dimension,granularity,indicator_name,result,status
cost,groups,direct_cost,,Column 'cost:total' is not present in event log.
cost,groups,expected_automated_activity_cost,,Column 'cost:total' is not present in event log.
cost,groups,expected_desired_activity_count,2.333,Success
cost,groups,expected_direct_cost,,Column 'cost:total' is not present in event log.
cost,groups,expected_fixed_cost,,Column 'cost:fixed' is not present in event log.
cost,groups,expected_human_resource_count,,Column 'human_resource' is not present in event log.
cost,groups,expected_inventory_cost,,Column 'cost:inventory' is not present in event log.
cost,groups,expected_labor_cost,,Column 'cost:labor' is not present in event log.
cost,groups,expected_labor_cost_and_total_cost_ratio,,Column 'cost:labor' is not present in event log.
cost,groups,expected_maintenance_cost,,Column 'cost:maintenance' is not present in event log.
cost,groups,expected_missed_deadline_cost,,Column 'cost:missed_deadline' is not present in event log.
cost,groups,expected_overhead_cost,0.0,Success
cost,groups,expected_resource_count,1.333,Success
cost,groups,expected_rework_cost,,Column 'cost:total' is not present in event log.
cost,groups,expected_rework_count,2.0,Success
cost,groups,expected_rework_percentage,0.444,Success
cost,groups,expected_total_cost,,Column 'cost:total' is not present in event log.
cost,groups,expected_total_cost_and_lead_time_ratio,,Column 'cost:total' is not present in event log.
cost,groups,expected_total_cost_and_outcome_unit_ratio,,Column 'cost:total' is not present in event log.
cost,groups,expected_total_cost_and_service_time_ratio,,Column 'cost:total' is not present in event log.
cost,groups,expected_transportation_cost,,Column 'cost:transportation' is not present in event log.
cost,groups,expected_variable_cost,,Column 'cost:variable' is not present in event log.
cost,groups,expected_warehousing_cost,,Column 'cost:warehousing' is not present in event log.
cost,groups,fixed_cost,,Column 'cost:fixed' is not present in event log.
cost,groups,human_resource_and_case_count_ratio,,Column 'human_resource' is not present in event log.
cost,groups,human_resource_count,,Column 'human_resource' is not present in event log.
cost,groups,inventory_cost,,Column 'cost:inventory' is not present in event log.
cost,groups,labor_cost,,Column 'cost:labor' is not present in event log.
cost,groups,labor_cost_and_total_cost_ratio,,Column 'cost:labor' is not present in event log.
cost,groups,maintenance_cost,,Column 'cost:maintenance' is not present in event log.
cost,groups,missed_deadline_cost,,Column 'cost:missed_deadline' is not present in event log.
cost,groups,overhead_cost,0,Success
cost,groups,resource_count,4,Success
cost,groups,rework_cost,,Column 'cost:total' is not present in event log.
cost,groups,rework_count,6,Success
cost,groups,rework_percentage,0.462,Success
cost,groups,total_cost,,Column 'cost:total' is not present in event log.
cost,groups,total_cost_and_lead_time_ratio,,Column 'cost:total' is not present in event log.
cost,groups,total_cost_and_outcome_unit_ratio,,Column 'cost:total' is not present in event log.
cost,groups,total_cost_and_service_time_ratio,,Column 'cost:total' is not present in event log.
cost,groups,transportation_cost,,Column 'cost:transportation' is not present in event log.
cost,groups,variable_cost,,Column 'cost:variable' is not present in event log.
cost,groups,warehousing_cost,,Column 'cost:warehousing' is not present in event log.
cost,instances,fixed_cost_for_single_events_of_activity_instances,,Column 'cost:fixed' is not present in event log.
cost,instances,fixed_cost_for_sum_of_all_events_of_activity_instances,,Column 'cost:fixed' is not present in event log.
cost,instances,inventory_cost_for_single_events_of_activity_instances,,Column 'cost:inventory' is not present in event log.
cost,instances,inventory_cost_for_sum_of_all_events_of_activity_instances,,Column 'cost:inventory' is not present in event log.
cost,instances,labor_cost_and_total_cost_ratio,,Column 'cost:labor' is not present in event log.
cost,instances,labor_cost_for_single_events_of_activity_instances,,Column 'cost:labor' is not present in event log.
cost,instances,labor_cost_for_sum_of_all_events_of_activity_instances,,Column 'cost:labor' is not present in event log.
cost,instances,total_cost_and_lead_time_ratio,,Column 'cost:total' is not present in event log.
cost,instances,total_cost_and_outcome_unit_ratio,,Column 'cost:total' is not present in event log.
cost,instances,total_cost_and_service_time_ratio,,Column 'cost:total' is not present in event log.
cost,instances,total_cost_for_single_events_of_activity_instances,,Column 'cost:total' is not present in event log.
cost,instances,total_cost_for_sum_of_all_events_of_activity_instances,,Column 'cost:total' is not present in event log.
cost,instances,variable_cost_for_single_events_of_activity_instances,,Column 'cost:variable' is not present in event log.
cost,instances,variable_cost_for_sum_of_all_events_of_activity_instances,,Column 'cost:variable' is not present in event log.
flexibility,activities,activity_instance_and_human_resource_count_ratio,,Column 'human_resource' is not present in event log.
flexibility,activities,client_count,,Column 'client' is not present in event log.
flexibility,activities,directly_follows_relations_count,3,Success
flexibility,activities,human_resource_count,,Column 'human_resource' is not present in event log.
flexibility,cases,activity_and_role_count_ratio,,'DataFrame' object has no attribute 'unique'
flexibility,cases,activity_instance_and_human_resource_count_ratio,,Column 'human_resource' is not present in event log.
flexibility,cases,directly_follows_relations_and_activity_count_ratio,1.0,Success
flexibility,cases,directly_follows_relations_count,2,Success
flexibility,cases,human_resource_count,,Column 'human_resource' is not present in event log.
flexibility,cases,optional_activity_count,0,Success
flexibility,cases,optionality,0.0,Success
flexibility,cases,role_count,,'DataFrame' object has no attribute 'unique'
flexibility,cases,variant_case_coverage,0.3,Success
flexibility,groups,activity_and_role_count_ratio,,'DataFrame' object has no attribute 'unique'
flexibility,groups,activity_instance_and_human_resource_count_ratio,,Column 'human_resource' is not present in event log.
flexibility,groups,client_count,,Column 'client' is not present in event log.
flexibility,groups,directly_follows_relations_and_activity_count_ratio,0.571,Success
flexibility,groups,directly_follows_relations_count,4,Success
flexibility,groups,expected_activity_and_role_count_ratio,,'DataFrame' object has no attribute 'unique'
flexibility,groups,expected_activity_instance_and_human_resource_count_ratio,,Column 'human_resource' is not present in event log.
flexibility,groups,expected_client_count,,Column 'client' is not present in event log.
flexibility,groups,expected_directly_follows_relations_and_activity_count_ratio,1.286,Success
flexibility,groups,expected_directly_follows_relations_count,3.0,Success
flexibility,groups,expected_human_resource_count,,Column 'human_resource' is not present in event log.
flexibility,groups,expected_optional_activity_count,0.333,Success
flexibility,groups,expected_optionality,0.143,Success
flexibility,groups,expected_role_count,,'DataFrame' object has no attribute 'unique'
flexibility,groups,human_resource_count,,Column 'human_resource' is not present in event log.
flexibility,groups,optional_activity_count,1,Success
flexibility,groups,optionality,0.143,Success
flexibility,groups,role_and_variant_count_ratio,,'DataFrame' object has no attribute 'unique'
flexibility,groups,role_count,,'DataFrame' object has no attribute 'unique'
flexibility,groups,variant_case_coverage,0.35,Success
flexibility,groups,variant_count,3,Success
general,activities,activity_instance_count,125,Success
general,activities,human_resource_count,,Column 'human_resource' is not present in event log.
general,activities,resource_count,87,Success
general,cases,activity_count,2,Success
general,cases,activity_instance_count,3,Success
general,cases,human_resource_count,,Column 'human_resource' is not present in event log.
general,cases,resource_count,1,Success
general,cases,role_count,,'DataFrame' object has no attribute 'unique'
general,groups,activity_count,7,Success
general,groups,activity_instance_count,13,Success
general,groups,case_count,3,Success
general,groups,expected_activity_count,2.333,Success
general,groups,expected_activity_instance_count,4.333,Success
general,groups,expected_human_resource_count,,Column 'human_resource' is not present in event log.
general,groups,expected_resource_count,1.333,Success
general,groups,expected_role_count,,'DataFrame' object has no attribute 'unique'
general,groups,human_resource_count,,Column 'human_resource' is not present in event log.
general,groups,resource_count,4,Success
general,groups,role_count,,'DataFrame' object has no attribute 'unique'
quality,activities,activity_instance_count_by_human_resource,,Missing required args: ['human_resource_name']
quality,activities,client_count_and_total_cost_ratio,,Column 'client' is not present in event log.
quality,activities,human_resource_count,,Column 'human_resource' is not present in event log.
quality,activities,outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,activities,rework_count,70,Success
quality,activities,rework_count_by_value,70,Success
quality,activities,rework_percentage,0.56,Success
quality,activities,rework_percentage_by_value,0.56,Success
quality,activities,rework_time,28 days 22:58:50,Success
quality,activities,successful_outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,activities,successful_outcome_unit_percentage,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,activities,total_cost_and_client_count_ratio,,Column 'cost:total' is not present in event log.
quality,cases,activity_instance_count_by_human_resource,,Missing required args: ['human_resource_name']
quality,cases,activity_instance_count_by_role,,"The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
quality,cases,automated_activity_count,2,Success
quality,cases,automated_activity_instance_count,3,Success
quality,cases,desired_activity_count,2,Success
quality,cases,human_resource_count,,Column 'human_resource' is not present in event log.
quality,cases,non_automated_activity_count,0,Success
quality,cases,non_automated_activity_instance_count,0,Success
quality,cases,outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,cases,overall_quality,,<StandardColumnNames.QUALITY: 'quality'>
quality,cases,repeatability,0.33299999999999996,Success
quality,cases,rework_count,1,Success
quality,cases,rework_count_by_value,1,Success
quality,cases,rework_of_activities_subset,1,Success
quality,cases,rework_percentage,0.333,Success
quality,cases,rework_percentage_by_value,0.333,Success
quality,cases,rework_time,0 days 00:00:44,Success
quality,cases,successful_outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,cases,successful_outcome_unit_percentage,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,cases,unwanted_activity_count,2,Success
quality,cases,unwanted_activity_instance_count,3,Success
quality,cases,unwanted_activity_instance_percentage,1.0,Success
quality,cases,unwanted_activity_percentage,1.0,Success
quality,groups,activity_instance_count_by_human_resource,,Missing required args: ['human_resource_name']
quality,groups,activity_instance_count_by_role,,"The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
quality,groups,automated_activity_count,3,Success
quality,groups,automated_activity_instance_count,13,Success
quality,groups,case_and_client_count_ratio,,Column 'client' is not present in event log.
quality,groups,case_count_where_activity_after_time_frame,1,Success
quality,groups,case_count_where_activity_before_time_frame,0,Success
quality,groups,case_count_where_activity_during_time_frame,0,Success
quality,groups,case_count_where_end_activity_is_a,0,Success
quality,groups,case_count_where_start_activity_is_a,1,Success
quality,groups,case_count_with_rework,3,Success
quality,groups,case_percentage_where_activity_after_time_frame,0.333,Success
quality,groups,case_percentage_where_activity_before_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_during_time_frame,0.0,Success
quality,groups,case_percentage_where_end_activity_is_a,0.0,Success
quality,groups,case_percentage_where_start_activity_is_a,0.333,Success
quality,groups,case_percentage_with_missed_deadline,,'>' not supported between instances of 'Timestamp' and 'Timedelta'
quality,groups,case_percentage_with_rework,1.0,Success
quality,groups,client_count_and_total_cost_ratio,,Column 'client' is not present in event log.
quality,groups,desired_activity_count,3,Success
quality,groups,expected_activity_instance_count_by_human_resource,,Missing required args: ['human_resource_name']
quality,groups,expected_activity_instance_count_by_role,,"The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
quality,groups,expected_automated_activity_count,2.333,Success
quality,groups,expected_automated_activity_instance_count,4.333,Success
quality,groups,expected_client_count_and_total_cost_ratio,,Column 'client' is not present in event log.
quality,groups,expected_desired_activity_count,0.538,Success
quality,groups,expected_human_resource_count,,Column 'human_resource' is not present in event log.
quality,groups,expected_non_automated_activity_count,0.0,Success
quality,groups,expected_non_automated_activity_instance_count,0.0,Success
quality,groups,expected_outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,groups,expected_overall_quality,,<StandardColumnNames.QUALITY: 'quality'>
quality,groups,expected_repeatability,0.46199999999999997,Success
quality,groups,expected_rework_count,2.0,Success
quality,groups,expected_rework_count_by_value,2.0,Success
quality,groups,expected_rework_of_activities_subset,2.0,Success
quality,groups,expected_rework_percentage,0.444,Success
quality,groups,expected_rework_percentage_by_value,0.444,Success
quality,groups,expected_rework_time,2 days 13:46:02,Success
quality,groups,expected_successful_outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,groups,expected_successful_outcome_unit_percentage,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,groups,expected_total_cost_and_client_count_ratio,,Column 'client' is not present in event log.
quality,groups,expected_unwanted_activity_count,7,Success
quality,groups,expected_unwanted_activity_instance_count,4.333,Success
quality,groups,expected_unwanted_activity_instance_percentage,1.0,Success
quality,groups,expected_unwanted_activity_percentage,1.0,Success
quality,groups,human_resource_count,,Column 'human_resource' is not present in event log.
quality,groups,non_automated_activity_count,0,Success
quality,groups,non_automated_activity_instance_count,0,Success
quality,groups,outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,groups,repeatability,0.46199999999999997,Success
quality,groups,rework_count,6,Success
quality,groups,rework_count_by_value,6,Success
quality,groups,rework_of_activities_subset,6,Success
quality,groups,rework_percentage,0.462,Success
quality,groups,rework_percentage_by_value,0.462,Success
quality,groups,rework_time,7 days 17:18:06,Success
quality,groups,successful_outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,groups,successful_outcome_unit_percentage,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,groups,total_cost_and_client_count_ratio,,Column 'client' is not present in event log.
quality,groups,unwanted_activity_count,3,Success
quality,groups,unwanted_activity_instance_count,13,Success
quality,groups,unwanted_activity_instance_percentage,1.0,Success
quality,groups,unwanted_activity_percentage,0.429,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,instances,successful_outcome_unit_count,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
quality,instances,successful_outcome_unit_percentage,,<StandardColumnNames.OUTCOME_UNIT: 'outcome_unit'>
time,activities,lead_time,52 days 03:52:29,Success
time,activities,service_and_lead_time_ratio,0.0,Success
time,activities,service_time,0 days 00:00:00,Success
time,activities,waiting_time,52 days 03:52:29,Success
time,cases,active_time,,"Error performing indicator division. Numerator value=0 days 00:20:40, denominator value=0"
time,cases,activity_count,2,Success
time,cases,activity_instance_count,3,Success
time,cases,automated_activity_count,2,Success
time,cases,automated_activity_instance_count,3,Success
time,cases,automated_activity_service_time,0 days 00:00:00,Success
time,cases,handover_count,,Column 'human_resource' is not present in event log.
time,cases,idle_time,,"Error performing indicator division. Numerator value=0 days 00:20:40, denominator value=0"
time,cases,lead_time,0 days 00:21:24,Success
time,cases,lead_time_deviation_from_deadline,5 days 20:31:11.900000,Success
time,cases,lead_time_deviation_from_expectation,2 days 22:04:53.950000,Success
time,cases,lead_time_from_activity_a,,Success
time,cases,lead_time_from_activity_a_to_b,,Success
time,cases,lead_time_to_activity_a,,Success
time,cases,service_and_lead_time_ratio,0.0,Success
time,cases,service_time,0 days 00:00:00,Success
time,cases,service_time_from_activity_a_to_b,,Success
time,cases,waiting_time,0 days 00:21:24,Success
time,cases,waiting_time_from_activity_a_to_b,,Success
time,groups,activity_count,3,Success
time,groups,activity_instance_count,13,Success
time,groups,automated_activity_count,3,Success
time,groups,automated_activity_instance_count,13,Success
time,groups,automated_activity_service_time,0 days 00:00:00,Success
time,groups,case_count_lead_time_ratio,0.016,Success
time,groups,case_count_where_lead_time_over_value,,'>' not supported between instances of 'Timedelta' and 'int'
time,groups,case_percentage_where_lead_time_over_value,,'>' not supported between instances of 'Timedelta' and 'int'
time,groups,case_percentage_with_missed_deadline,,'>' not supported between instances of 'Timestamp' and 'int'
time,groups,expected_active_time,,"Error performing indicator division. Numerator value=0 days 00:20:40, denominator value=0"
time,groups,expected_activity_count,2.333,Success
time,groups,expected_activity_instance_count,4.333,Success
time,groups,expected_automated_activity_count,2.333,Success
time,groups,expected_automated_activity_instance_count,4.333,Success
time,groups,expected_automated_activity_service_time,0 days 00:00:00,Success
time,groups,expected_handover_count,,Column 'human_resource' is not present in event log.
time,groups,expected_idle_time,,"Error performing indicator division. Numerator value=0 days 00:20:40, denominator value=0"
time,groups,expected_lead_time,2 days 16:34:40.680000,Success
time,groups,expected_lead_time_deviation_from_deadline,3 days 04:17:55.260000,Success
time,groups,expected_lead_time_deviation_from_expectation,3 days 10:27:31.320000,Success
time,groups,expected_lead_time_from_activity_a,7 days 17:20:09,Success
time,groups,expected_lead_time_from_activity_a_to_b,,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0"
time,groups,expected_lead_time_to_activity_a,0 days 00:00:00,Success
time,groups,expected_service_and_lead_time_ratio,0.0,Success
time,groups,expected_service_time,0 days 00:00:00,Success
time,groups,expected_service_time_from_activity_a_to_b,,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0"
time,groups,expected_waiting_time,2 days 16:34:40.666666666,Success
time,groups,expected_waiting_time_from_activity_a_to_b,,"Error performing indicator division. Numerator value=0 days 00:00:00, denominator value=0"
time,groups,lead_time,7 days 17:20:09,Success
time,groups,lead_time_and_case_count_ratio,2 days 13:46:44.400000,Success
time,groups,service_and_lead_time_ratio,0.0,Success
time,groups,service_time,0 days 00:00:00,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,instances,lead_time,2 days 22:48:31,Success
time,instances,service_and_lead_time_ratio,0.0,Success
time,instances,service_time,0 days 00:00:00,Success
time,instances,waiting_time,2 days 22:48:31,Success
