case:concept:name,concept:name,time:timestamp,org:resource,lifecycle:transition,concept:instance
Application_1000806256,A_Complete,2016-06-01 10:42:51.495,User_4,complete,i_14
Application_1000806256,W_Call after offers,2016-06-01 10:49:16.657,User_4,start,i_15
Application_1000806256,W_Call after offers,2016-06-01 10:49:16.657,User_4,complete,i_15
Application_1000806256,W_Call after offers,2016-06-07 06:55:04.793,User_46,start,i_16
Application_1000806256,W_Call after offers,2016-06-07 06:55:04.793,User_46,complete,i_16
Application_1000806256,W_Call after offers,2016-06-07 06:56:33.545,User_46,start,i_17
Application_1000806256,W_Call after offers,2016-06-07 06:56:33.545,User_46,complete,i_17
Application_1000806256,W_Call after offers,2016-06-15 09:40:15.370,User_121,start,i_18
Application_1000806256,W_Call after offers,2016-06-15 09:40:15.370,User_121,complete,i_18
Application_1000806256,W_Validate application,2016-06-15 09:40:15.408,User_121,start,i_19
Application_1000806256,W_Validate application,2016-06-15 09:40:15.408,User_121,complete,i_19
Application_1000806256,W_Validate application,2016-06-15 09:40:15.413,User_121,start,i_20
Application_1000806256,W_Validate application,2016-06-15 09:40:15.413,User_121,complete,i_20
Application_1000806256,A_Validating,2016-06-15 09:40:16.321,User_121,start,i_21
Application_1000806256,A_Validating,2016-06-15 09:40:16.321,User_121,complete,i_21
Application_1000806256,O_Returned,2016-06-15 09:40:21.193,User_121,start,i_22
Application_1000806256,O_Returned,2016-06-15 09:40:21.193,User_121,complete,i_22
Application_1000806256,W_Validate application,2016-06-15 09:41:48.667,User_121,start,i_23
Application_1000806256,W_Validate application,2016-06-15 09:41:48.667,User_121,complete,i_23
Application_1000806256,W_Validate application,2016-06-17 05:16:54.545,User_87,start,i_24
Application_1000806256,W_Validate application,2016-06-17 05:16:54.545,User_87,complete,i_24
Application_1000806256,W_Validate application,2016-06-17 05:16:59.080,User_87,start,i_25
Application_1000806256,W_Validate application,2016-06-17 05:16:59.080,User_87,complete,i_25
Application_1000806256,W_Validate application,2016-06-17 10:54:43.735,User_29,start,i_26
Application_1000806256,W_Validate application,2016-06-17 10:54:43.735,User_29,complete,i_26
Application_1000806256,A_Denied,2016-06-17 11:16:49.579,User_29,start,i_27
Application_1000806256,A_Denied,2016-06-17 11:16:49.579,User_29,complete,i_27
Application_1000806256,O_Refused,2016-06-17 11:16:49.608,User_29,start,i_28
Application_1000806256,O_Refused,2016-06-17 11:16:49.608,User_29,complete,i_28
Application_1000806256,W_Validate application,2016-06-17 11:16:49.618,User_29,start,i_29
Application_1000806256,W_Validate application,2016-06-17 11:16:49.618,User_29,complete,i_29
Application_1018249155,A_Create Application,2016-12-14 13:40:57.775,User_1,start,i_30
Application_1018249155,A_Create Application,2016-12-14 13:40:57.775,User_1,complete,i_30
Application_1018249155,A_Submitted,2016-12-14 13:40:58.780,User_1,start,i_31
Application_1018249155,A_Submitted,2016-12-14 13:40:58.780,User_1,complete,i_31
Application_1018249155,W_Handle leads,2016-12-14 13:40:59.071,User_1,start,i_32
Application_1018249155,W_Handle leads,2016-12-14 13:40:59.071,User_1,complete,i_32
Application_1018249155,W_Handle leads,2016-12-14 13:41:59.372,User_1,start,i_33
Application_1018249155,W_Handle leads,2016-12-14 13:41:59.372,User_1,complete,i_33
Application_1018249155,W_Complete application,2016-12-14 13:41:59.384,User_1,start,i_34
Application_1018249155,W_Complete application,2016-12-14 13:41:59.384,User_1,complete,i_34
Application_1018249155,A_Concept,2016-12-14 13:41:59.387,User_1,start,i_35
Application_1018249155,A_Concept,2016-12-14 13:41:59.387,User_1,complete,i_35
Application_1018249155,W_Complete application,2016-12-14 18:33:18.077,User_69,start,i_36
Application_1018249155,W_Complete application,2016-12-14 18:33:18.077,User_69,complete,i_36
Application_1018249155,W_Complete application,2016-12-14 18:33:52.124,User_69,start,i_37
Application_1018249155,W_Complete application,2016-12-14 18:33:52.124,User_69,complete,i_37
Application_1018249155,W_Complete application,2016-12-14 19:16:36.758,User_3,start,i_38
Application_1018249155,W_Complete application,2016-12-14 19:16:36.758,User_3,complete,i_38
Application_1018249155,A_Accepted,2016-12-14 19:21:03.981,User_3,start,i_39
Application_1018249155,A_Accepted,2016-12-14 19:21:03.981,User_3,complete,i_39
Application_1018249155,O_Create Offer,2016-12-14 19:23:58.436,User_3,start,i_40
Application_1018249155,O_Create Offer,2016-12-14 19:23:58.436,User_3,complete,i_40
Application_1018249155,O_Created,2016-12-14 19:23:59.153,User_3,start,i_41
Application_1018249155,O_Created,2016-12-14 19:23:59.153,User_3,complete,i_41
Application_1018249155,O_Sent (mail and online),2016-12-14 19:24:07.122,User_3,start,i_42
Application_1018249155,O_Sent (mail and online),2016-12-14 19:24:07.122,User_3,complete,i_42
Application_1018249155,W_Complete application,2016-12-14 19:24:07.134,User_3,start,i_43
Application_1018249155,W_Complete application,2016-12-14 19:24:07.134,User_3,complete,i_43
Application_1018249155,W_Call after offers,2016-12-14 19:24:07.140,User_3,start,i_44
Application_1018249155,W_Call after offers,2016-12-14 19:24:07.140,User_3,complete,i_44
Application_1018249155,W_Call after offers,2016-12-14 19:24:07.142,User_3,start,i_45
Application_1018249155,W_Call after offers,2016-12-14 19:24:07.142,User_3,complete,i_45
Application_1018249155,A_Complete,2016-12-14 19:24:07.144,User_3,start,i_46
Application_1018249155,A_Complete,2016-12-14 19:24:07.144,User_3,complete,i_46
Application_1018249155,W_Call after offers,2016-12-14 19:25:35.216,User_3,start,i_47
Application_1018249155,W_Call after offers,2016-12-14 19:25:35.216,User_3,complete,i_47
Application_1018249155,W_Call after offers,2016-12-18 06:32:27.694,User_1,start,i_48
Application_1018249155,W_Call after offers,2016-12-18 06:32:27.694,User_1,complete,i_48
Application_1018249155,W_Call after offers,2016-12-18 06:32:27.700,User_1,start,i_49
Application_1018249155,W_Call after offers,2016-12-18 06:32:27.700,User_1,complete,i_49
Application_1018249155,W_Call after offers,2016-12-22 09:00:08.808,User_126,start,i_50
Application_1018249155,W_Call after offers,2016-12-22 09:00:08.808,User_126,complete,i_50
Application_1018249155,W_Validate application,2016-12-22 09:00:08.816,User_126,start,i_51
Application_1018249155,W_Validate application,2016-12-22 09:00:08.816,User_126,complete,i_51
Application_1018249155,W_Validate application,2016-12-22 09:00:08.818,User_126,start,i_52
Application_1018249155,W_Validate application,2016-12-22 09:00:08.818,User_126,complete,i_52
Application_1018249155,A_Validating,2016-12-22 09:00:09.882,User_126,start,i_53
Application_1018249155,A_Validating,2016-12-22 09:00:09.882,User_126,complete,i_53
Application_1018249155,O_Returned,2016-12-22 09:00:49.230,User_126,start,i_54
Application_1018249155,O_Returned,2016-12-22 09:00:49.230,User_126,complete,i_54
Application_1018249155,W_Validate application,2016-12-22 09:10:41.619,User_126,start,i_55
Application_1018249155,W_Validate application,2016-12-22 09:10:41.619,User_126,complete,i_55
Application_1018249155,W_Validate application,2016-12-22 11:02:14.101,User_68,start,i_56
Application_1018249155,W_Validate application,2016-12-22 11:02:14.101,User_68,complete,i_56
Application_1018249155,W_Validate application,2016-12-22 11:09:30.115,User_68,start,i_57
Application_1018249155,W_Validate application,2016-12-22 11:09:30.115,User_68,complete,i_57
Application_1018249155,A_Denied,2016-12-22 11:21:04.048,User_68,start,i_58
Application_1018249155,A_Denied,2016-12-22 11:21:04.048,User_68,complete,i_58
Application_1018249155,O_Refused,2016-12-22 11:21:04.073,User_68,start,i_59
Application_1018249155,O_Refused,2016-12-22 11:21:04.073,User_68,complete,i_59
Application_1018249155,W_Validate application,2016-12-22 11:21:04.081,User_68,start,i_60
Application_1018249155,W_Validate application,2016-12-22 11:21:04.081,User_68,complete,i_60
Application_1058972301,A_Create Application,2016-12-05 21:15:14.495,User_1,start,i_61
Application_1058972301,A_Create Application,2016-12-05 21:15:14.495,User_1,complete,i_61
Application_1058972301,A_Submitted,2016-12-05 21:15:15.863,User_1,start,i_62
Application_1058972301,A_Submitted,2016-12-05 21:15:15.863,User_1,complete,i_62
Application_1058972301,W_Handle leads,2016-12-05 21:15:16.136,User_1,start,i_63
Application_1058972301,W_Handle leads,2016-12-05 21:15:16.136,User_1,complete,i_63
Application_1058972301,W_Handle leads,2016-12-05 21:16:34.590,User_1,start,i_64
Application_1058972301,W_Handle leads,2016-12-05 21:16:34.590,User_1,complete,i_64
Application_1058972301,W_Complete application,2016-12-05 21:16:34.597,User_1,start,i_65
Application_1058972301,W_Complete application,2016-12-05 21:16:34.597,User_1,complete,i_65
Application_1058972301,A_Concept,2016-12-05 21:16:34.601,User_1,start,i_66
Application_1058972301,A_Concept,2016-12-05 21:16:34.601,User_1,complete,i_66
Application_1058972301,W_Complete application,2016-12-06 15:50:20.069,User_94,start,i_67
Application_1058972301,W_Complete application,2016-12-06 15:50:20.069,User_94,complete,i_67
Application_1058972301,W_Complete application,2016-12-06 15:51:22.019,User_94,start,i_68
Application_1058972301,W_Complete application,2016-12-06 15:51:22.019,User_94,complete,i_68
Application_1058972301,A_Accepted,2016-12-07 16:14:53.922,User_43,start,i_69
Application_1058972301,A_Accepted,2016-12-07 16:14:53.922,User_43,complete,i_69
Application_1058972301,O_Create Offer,2016-12-07 16:17:13.882,User_43,start,i_70
Application_1058972301,O_Create Offer,2016-12-07 16:17:13.882,User_43,complete,i_70
Application_1058972301,O_Created,2016-12-07 16:17:14.398,User_43,start,i_71
Application_1058972301,O_Created,2016-12-07 16:17:14.398,User_43,complete,i_71
Application_1058972301,O_Sent (mail and online),2016-12-07 16:19:47.833,User_43,start,i_72
Application_1058972301,O_Sent (mail and online),2016-12-07 16:19:47.833,User_43,complete,i_72
Application_1058972301,W_Complete application,2016-12-07 16:19:47.846,User_43,start,i_73
Application_1058972301,W_Complete application,2016-12-07 16:19:47.846,User_43,complete,i_73
Application_1058972301,W_Call after offers,2016-12-07 16:19:47.851,User_43,start,i_74
Application_1058972301,W_Call after offers,2016-12-07 16:19:47.851,User_43,complete,i_74
Application_1058972301,W_Call after offers,2016-12-07 16:19:47.853,User_43,start,i_75
Application_1058972301,W_Call after offers,2016-12-07 16:19:47.853,User_43,complete,i_75
Application_1058972301,A_Complete,2016-12-07 16:19:47.855,User_43,start,i_76
Application_1058972301,A_Complete,2016-12-07 16:19:47.855,User_43,complete,i_76
Application_1058972301,W_Call after offers,2016-12-07 16:24:29.490,User_43,start,i_77
Application_1058972301,W_Call after offers,2016-12-07 16:24:29.490,User_43,complete,i_77
Application_1058972301,W_Call after offers,2016-12-11 06:31:55.269,User_1,start,i_78
Application_1058972301,W_Call after offers,2016-12-11 06:31:55.269,User_1,complete,i_78
Application_1058972301,W_Call after offers,2016-12-11 06:31:55.276,User_1,start,i_79
Application_1058972301,W_Call after offers,2016-12-11 06:31:55.276,User_1,complete,i_79
Application_1058972301,A_Cancelled,2017-01-07 07:00:44.980,User_1,start,i_80
Application_1058972301,A_Cancelled,2017-01-07 07:00:44.980,User_1,complete,i_80
Application_1058972301,O_Cancelled,2017-01-07 07:00:45.003,User_1,start,i_81
Application_1058972301,O_Cancelled,2017-01-07 07:00:45.003,User_1,complete,i_81
Application_1058972301,W_Call after offers,2017-01-07 07:00:45.013,User_1,start,i_82
Application_1058972301,W_Call after offers,2017-01-07 07:00:45.013,User_1,complete,i_82
Application_1136942310,A_Create Application,2016-10-12 15:52:35.531,User_1,start,i_83
Application_1136942310,A_Create Application,2016-10-12 15:52:35.531,User_1,complete,i_83
Application_1136942310,A_Submitted,2016-10-12 15:52:36.346,User_1,start,i_84
Application_1136942310,A_Submitted,2016-10-12 15:52:36.346,User_1,complete,i_84
Application_1136942310,W_Handle leads,2016-10-12 15:52:36.607,User_1,start,i_85
Application_1136942310,W_Handle leads,2016-10-12 15:52:36.607,User_1,complete,i_85
Application_1136942310,W_Handle leads,2016-10-12 17:19:26.724,User_64,start,i_86
Application_1136942310,W_Handle leads,2016-10-12 17:19:26.724,User_64,complete,i_86
Application_1136942310,W_Handle leads,2016-10-12 17:25:28.727,User_64,start,i_87
Application_1136942310,W_Handle leads,2016-10-12 17:25:28.727,User_64,complete,i_87
Application_1136942310,W_Complete application,2016-10-12 17:25:28.733,User_64,start,i_88
Application_1136942310,W_Complete application,2016-10-12 17:25:28.733,User_64,complete,i_88
Application_1136942310,W_Complete application,2016-10-12 17:25:28.735,User_64,start,i_89
Application_1136942310,W_Complete application,2016-10-12 17:25:28.735,User_64,complete,i_89
Application_1136942310,A_Concept,2016-10-12 17:25:28.737,User_64,start,i_90
Application_1136942310,A_Concept,2016-10-12 17:25:28.737,User_64,complete,i_90
Application_1136942310,W_Complete application,2016-10-12 17:25:37.774,User_64,start,i_91
Application_1136942310,W_Complete application,2016-10-12 17:25:37.774,User_64,complete,i_91
Application_1136942310,A_Accepted,2016-10-12 18:21:35.816,User_28,start,i_92
Application_1136942310,A_Accepted,2016-10-12 18:21:35.816,User_28,complete,i_92
Application_1136942310,O_Create Offer,2016-10-12 18:22:24.856,User_28,start,i_93
Application_1136942310,O_Create Offer,2016-10-12 18:22:24.856,User_28,complete,i_93
Application_1136942310,O_Created,2016-10-12 18:22:25.470,User_28,start,i_94
Application_1136942310,O_Created,2016-10-12 18:22:25.470,User_28,complete,i_94
Application_1136942310,O_Sent (mail and online),2016-10-12 18:22:33.348,User_28,start,i_95
Application_1136942310,O_Sent (mail and online),2016-10-12 18:22:33.348,User_28,complete,i_95
Application_1136942310,W_Complete application,2016-10-12 18:22:33.360,User_28,start,i_96
Application_1136942310,W_Complete application,2016-10-12 18:22:33.360,User_28,complete,i_96
Application_1136942310,W_Call after offers,2016-10-12 18:22:33.365,User_28,start,i_97
Application_1136942310,W_Call after offers,2016-10-12 18:22:33.365,User_28,complete,i_97
Application_1136942310,W_Call after offers,2016-10-12 18:22:33.367,User_28,start,i_98
Application_1136942310,W_Call after offers,2016-10-12 18:22:33.367,User_28,complete,i_98
Application_1136942310,A_Complete,2016-10-12 18:22:33.369,User_28,start,i_99
Application_1136942310,A_Complete,2016-10-12 18:22:33.369,User_28,complete,i_99
Application_1136942310,O_Create Offer,2016-10-12 18:27:38.884,User_28,start,i_100
Application_1136942310,O_Create Offer,2016-10-12 18:27:38.884,User_28,complete,i_100
Application_1136942310,O_Created,2016-10-12 18:27:39.420,User_28,start,i_101
Application_1136942310,O_Created,2016-10-12 18:27:39.420,User_28,complete,i_101
Application_1136942310,W_Call after offers,2016-10-12 18:28:36.025,User_28,start,i_102
Application_1136942310,W_Call after offers,2016-10-12 18:28:36.025,User_28,complete,i_102
Application_1136942310,W_Call after offers,2016-10-12 18:29:22.136,User_28,start,i_103
Application_1136942310,W_Call after offers,2016-10-12 18:29:22.136,User_28,complete,i_103
Application_1136942310,W_Call after offers,2016-10-12 18:30:01.258,User_28,start,i_104
Application_1136942310,W_Call after offers,2016-10-12 18:30:01.258,User_28,complete,i_104
Application_1136942310,W_Call after offers,2016-10-21 09:50:47.188,User_3,start,i_105
Application_1136942310,W_Call after offers,2016-10-21 09:50:47.188,User_3,complete,i_105
Application_1136942310,O_Sent (mail and online),2016-10-21 09:51:19.351,User_3,start,i_106
Application_1136942310,O_Sent (mail and online),2016-10-21 09:51:19.351,User_3,complete,i_106
Application_1136942310,W_Call after offers,2016-10-21 09:51:32.821,User_3,start,i_107
Application_1136942310,W_Call after offers,2016-10-21 09:51:32.821,User_3,complete,i_107
Application_1136942310,W_Call after offers,2016-10-24 12:21:33.482,User_70,start,i_108
Application_1136942310,W_Call after offers,2016-10-24 12:21:33.482,User_70,complete,i_108
Application_1136942310,W_Call after offers,2016-10-24 12:24:50.767,User_70,start,i_109
Application_1136942310,W_Call after offers,2016-10-24 12:24:50.767,User_70,complete,i_109
Application_1136942310,A_Cancelled,2016-11-21 07:00:35.644,User_1,start,i_110
Application_1136942310,A_Cancelled,2016-11-21 07:00:35.644,User_1,complete,i_110
Application_1136942310,O_Cancelled,2016-11-21 07:00:35.685,User_1,start,i_111
Application_1136942310,O_Cancelled,2016-11-21 07:00:35.685,User_1,complete,i_111
Application_1136942310,O_Cancelled,2016-11-21 07:00:35.692,User_1,start,i_112
Application_1136942310,O_Cancelled,2016-11-21 07:00:35.692,User_1,complete,i_112
Application_1136942310,W_Call after offers,2016-11-21 07:00:35.702,User_1,start,i_113
Application_1136942310,W_Call after offers,2016-11-21 07:00:35.702,User_1,complete,i_113
Application_1141800606,A_Create Application,2016-10-06 22:30:17.127,User_1,start,i_114
Application_1141800606,A_Create Application,2016-10-06 22:30:17.127,User_1,complete,i_114
Application_1141800606,A_Submitted,2016-10-06 22:30:17.872,User_1,start,i_115
Application_1141800606,A_Submitted,2016-10-06 22:30:17.872,User_1,complete,i_115
Application_1141800606,W_Handle leads,2016-10-06 22:30:18.039,User_1,start,i_116
Application_1141800606,W_Handle leads,2016-10-06 22:30:18.039,User_1,complete,i_116
Application_1141800606,W_Handle leads,2016-10-06 22:31:31.149,User_1,start,i_117
Application_1141800606,W_Handle leads,2016-10-06 22:31:31.149,User_1,complete,i_117
Application_1141800606,W_Complete application,2016-10-06 22:31:31.156,User_1,start,i_118
Application_1141800606,W_Complete application,2016-10-06 22:31:31.156,User_1,complete,i_118
Application_1141800606,A_Concept,2016-10-06 22:31:31.161,User_1,start,i_119
Application_1141800606,A_Concept,2016-10-06 22:31:31.161,User_1,complete,i_119
Application_1141800606,W_Complete application,2016-10-07 13:23:44.964,User_80,start,i_120
Application_1141800606,W_Complete application,2016-10-07 13:23:44.964,User_80,complete,i_120
Application_1141800606,W_Complete application,2016-10-07 13:26:58.960,User_80,start,i_121
Application_1141800606,W_Complete application,2016-10-07 13:26:58.960,User_80,complete,i_121
Application_1141800606,W_Complete application,2016-10-08 10:07:21.877,User_70,start,i_122
Application_1141800606,W_Complete application,2016-10-08 10:07:21.877,User_70,complete,i_122
Application_1141800606,W_Complete application,2016-10-08 10:08:24.867,User_70,start,i_123
Application_1141800606,W_Complete application,2016-10-08 10:08:24.867,User_70,complete,i_123
Application_1141800606,W_Complete application,2016-10-08 10:08:51.662,User_39,start,i_124
Application_1141800606,W_Complete application,2016-10-08 10:08:51.662,User_39,complete,i_124
Application_1141800606,W_Complete application,2016-10-08 10:10:36.847,User_39,start,i_125
Application_1141800606,W_Complete application,2016-10-08 10:10:36.847,User_39,complete,i_125
Application_1141800606,A_Accepted,2016-10-08 14:35:37.582,User_70,start,i_126
Application_1141800606,A_Accepted,2016-10-08 14:35:37.582,User_70,complete,i_126
Application_1141800606,O_Create Offer,2016-10-08 14:37:28.790,User_70,start,i_127
Application_1141800606,O_Create Offer,2016-10-08 14:37:28.790,User_70,complete,i_127
Application_1141800606,O_Created,2016-10-08 14:37:29.389,User_70,start,i_128
Application_1141800606,O_Created,2016-10-08 14:37:29.389,User_70,complete,i_128
Application_1141800606,O_Sent (mail and online),2016-10-08 14:37:38.007,User_70,start,i_129
Application_1141800606,O_Sent (mail and online),2016-10-08 14:37:38.007,User_70,complete,i_129
Application_1141800606,W_Complete application,2016-10-08 14:37:38.019,User_70,start,i_130
Application_1141800606,W_Complete application,2016-10-08 14:37:38.019,User_70,complete,i_130
Application_1141800606,W_Call after offers,2016-10-08 14:37:38.027,User_70,start,i_131
Application_1141800606,W_Call after offers,2016-10-08 14:37:38.027,User_70,complete,i_131
Application_1141800606,W_Call after offers,2016-10-08 14:37:38.028,User_70,start,i_132
Application_1141800606,W_Call after offers,2016-10-08 14:37:38.028,User_70,complete,i_132
Application_1141800606,A_Complete,2016-10-08 14:37:38.030,User_70,start,i_133
Application_1141800606,A_Complete,2016-10-08 14:37:38.030,User_70,complete,i_133
Application_1141800606,W_Call after offers,2016-10-08 14:42:19.294,User_70,start,i_134
Application_1141800606,W_Call after offers,2016-10-08 14:42:19.294,User_70,complete,i_134
Application_1141800606,W_Call after offers,2016-10-12 06:49:41.429,User_26,start,i_135
Application_1141800606,W_Call after offers,2016-10-12 06:49:41.429,User_26,complete,i_135
Application_1141800606,W_Call after offers,2016-10-12 06:50:13.438,User_26,start,i_136
Application_1141800606,W_Call after offers,2016-10-12 06:50:13.438,User_26,complete,i_136
Application_1141800606,W_Call after offers,2016-10-19 11:16:28.774,User_120,start,i_137
Application_1141800606,W_Call after offers,2016-10-19 11:16:28.774,User_120,complete,i_137
Application_1141800606,W_Validate application,2016-10-19 11:16:28.782,User_120,start,i_138
Application_1141800606,W_Validate application,2016-10-19 11:16:28.782,User_120,complete,i_138
Application_1141800606,W_Validate application,2016-10-19 11:16:28.784,User_120,start,i_139
Application_1141800606,W_Validate application,2016-10-19 11:16:28.784,User_120,complete,i_139
Application_1141800606,A_Validating,2016-10-19 11:16:29.486,User_120,start,i_140
Application_1141800606,A_Validating,2016-10-19 11:16:29.486,User_120,complete,i_140
Application_1141800606,O_Returned,2016-10-19 11:16:38.741,User_120,start,i_141
Application_1141800606,O_Returned,2016-10-19 11:16:38.741,User_120,complete,i_141
Application_1141800606,W_Validate application,2016-10-19 11:20:04.421,User_120,start,i_142
Application_1141800606,W_Validate application,2016-10-19 11:20:04.421,User_120,complete,i_142
Application_1141800606,W_Validate application,2016-10-19 14:48:10.971,User_100,start,i_143
Application_1141800606,W_Validate application,2016-10-19 14:48:10.971,User_100,complete,i_143
Application_1141800606,W_Assess potential fraud,2016-10-19 14:48:10.980,User_100,start,i_144
Application_1141800606,W_Assess potential fraud,2016-10-19 14:48:10.980,User_100,complete,i_144
Application_1141800606,W_Assess potential fraud,2016-10-19 14:48:10.983,User_100,start,i_145
Application_1141800606,W_Assess potential fraud,2016-10-19 14:48:10.983,User_100,complete,i_145
Application_1141800606,W_Assess potential fraud,2016-10-19 14:51:54.898,User_100,start,i_146
Application_1141800606,W_Assess potential fraud,2016-10-19 14:51:54.898,User_100,complete,i_146
Application_1141800606,W_Assess potential fraud,2016-10-19 14:52:43.663,User_55,start,i_147
Application_1141800606,W_Assess potential fraud,2016-10-19 14:52:43.663,User_55,complete,i_147
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:01.932,User_1,start,i_148
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:01.932,User_1,complete,i_148
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:01.964,User_1,start,i_149
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:01.964,User_1,complete,i_149
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:01.991,User_1,start,i_150
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:01.991,User_1,complete,i_150
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:02.008,User_1,start,i_151
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:02.008,User_1,complete,i_151
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:02.015,User_1,start,i_152
Application_1141800606,W_Assess potential fraud,2016-10-19 22:00:02.015,User_1,complete,i_152
Application_1141800606,W_Assess potential fraud,2016-10-20 07:24:32.473,User_138,start,i_153
Application_1141800606,W_Assess potential fraud,2016-10-20 07:24:32.473,User_138,complete,i_153
Application_1141800606,W_Assess potential fraud,2016-10-20 08:12:47.462,User_138,start,i_154
Application_1141800606,W_Assess potential fraud,2016-10-20 08:12:47.462,User_138,complete,i_154
Application_1141800606,W_Assess potential fraud,2016-10-20 10:04:13.400,User_100,start,i_155
Application_1141800606,W_Assess potential fraud,2016-10-20 10:04:13.400,User_100,complete,i_155
Application_1141800606,W_Assess potential fraud,2016-10-20 10:04:20.745,User_100,start,i_156
Application_1141800606,W_Assess potential fraud,2016-10-20 10:04:20.745,User_100,complete,i_156
Application_1141800606,W_Assess potential fraud,2016-10-20 14:49:37.435,User_100,start,i_157
Application_1141800606,W_Assess potential fraud,2016-10-20 14:49:37.435,User_100,complete,i_157
Application_1141800606,W_Assess potential fraud,2016-10-20 14:49:55.243,User_100,start,i_158
Application_1141800606,W_Assess potential fraud,2016-10-20 14:49:55.243,User_100,complete,i_158
Application_1141800606,W_Assess potential fraud,2016-10-21 10:11:41.124,User_100,start,i_159
Application_1141800606,W_Assess potential fraud,2016-10-21 10:11:41.124,User_100,complete,i_159
Application_1141800606,W_Assess potential fraud,2016-10-21 10:12:32.599,User_100,start,i_160
Application_1141800606,W_Assess potential fraud,2016-10-21 10:12:32.599,User_100,complete,i_160
Application_1141800606,W_Assess potential fraud,2016-10-22 13:27:23.212,User_54,start,i_161
Application_1141800606,W_Assess potential fraud,2016-10-22 13:27:23.212,User_54,complete,i_161
Application_1141800606,W_Assess potential fraud,2016-10-22 13:28:17.395,User_54,start,i_162
Application_1141800606,W_Assess potential fraud,2016-10-22 13:28:17.395,User_54,complete,i_162
Application_1141800606,W_Assess potential fraud,2016-10-25 14:42:28.294,User_42,start,i_163
Application_1141800606,W_Assess potential fraud,2016-10-25 14:42:28.294,User_42,complete,i_163
Application_1141800606,W_Assess potential fraud,2016-10-25 14:43:00.027,User_42,start,i_164
Application_1141800606,W_Assess potential fraud,2016-10-25 14:43:00.027,User_42,complete,i_164
Application_1141800606,W_Assess potential fraud,2016-10-26 10:56:22.943,User_100,start,i_165
Application_1141800606,W_Assess potential fraud,2016-10-26 10:56:22.943,User_100,complete,i_165
Application_1141800606,W_Assess potential fraud,2016-10-26 10:56:31.583,User_100,start,i_166
Application_1141800606,W_Assess potential fraud,2016-10-26 10:56:31.583,User_100,complete,i_166
Application_1141800606,W_Assess potential fraud,2016-10-28 08:55:18.973,User_100,start,i_167
Application_1141800606,W_Assess potential fraud,2016-10-28 08:55:18.973,User_100,complete,i_167
Application_1141800606,W_Assess potential fraud,2016-10-28 08:55:27.669,User_100,start,i_168
Application_1141800606,W_Assess potential fraud,2016-10-28 08:55:27.669,User_100,complete,i_168
